accession	organism_name	tax_id	best_match_organism	ani	best_type_assembly	best_match_category	match_status	taxonomy_check_status	submitted_organism
GCA_913062945.1	Vibrio diabolicus	50719	Vibrio diabolicus	98.02	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_937928365.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.98	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_947492095.1	Vibrio diabolicus	50719	Vibrio diabolicus	98	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_947497575.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.99	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_947497845.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.95	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_947497995.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.91	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_947498945.1	Vibrio diabolicus	50719	Vibrio diabolicus	98	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_947501345.1	Vibrio diabolicus	50719	Vibrio diabolicus	98	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_947503745.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.97	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_977507535.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.86	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_977650625.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.97	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_977650765.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.82	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCA_982933995.1	Vibrio diabolicus	50719	Vibrio diabolicus	97.32	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus
GCF_000341445.1	Vibrio diabolicus E0666	1231058	Vibrio diabolicus	97.8	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus E0666
GCA_000341445.1	Vibrio diabolicus E0666	1231058	Vibrio diabolicus	97.8	GCA_001048675.1	suspected_type	species_match	OK	Vibrio diabolicus E0666
GCF_001280625.1	Vibrio parahaemolyticus	670	Vibrio chemaguriensis	97.95	GCA_012275705.1	suspected_type	mismatch	Failed	Vibrio parahaemolyticus
GCF_003337295.1	Vibrio parahaemolyticus	670	Vibrio chemaguriensis	98.09	GCA_012275705.1	suspected_type	mismatch	Failed	Vibrio parahaemolyticus
GCA_001280625.1	Vibrio parahaemolyticus	670	Vibrio chemaguriensis	97.95	GCA_012275705.1	suspected_type	mismatch	Failed	Vibrio parahaemolyticus
GCA_003337295.1	Vibrio parahaemolyticus	670	Vibrio chemaguriensis	98.09	GCA_012275705.1	suspected_type	mismatch	Failed	Vibrio parahaemolyticus
GCF_013048515.1	Vibrio sp. 1-2 (7-a)	2591010	Vibrio diabolicus	97.98	GCA_001048675.1	suspected_type	genus_match	OK	Vibrio sp. 1-2 (7-a)
GCA_013048515.1	Vibrio sp. 1-2 (7-a)	2591010	Vibrio diabolicus	97.98	GCA_001048675.1	suspected_type	genus_match	OK	Vibrio sp. 1-2 (7-a)
GCF_032648545.1	Vibrio sp. 1-2-3a	2650943	Vibrio chemaguriensis	98.14	GCA_012275705.1	suspected_type	genus_match	OK	Vibrio sp. 1-2-3a
GCA_032648545.1	Vibrio sp. 1-2-3a	2650943	Vibrio chemaguriensis	98.14	GCA_012275705.1	suspected_type	genus_match	OK	Vibrio sp. 1-2-3a
GCF_013048625.1	Vibrio sp. 11-4(1)	2591018	Vibrio diabolicus	97.96	GCA_001048675.1	suspected_type	genus_match	OK	Vibrio sp. 11-4(1)
GCA_013048625.1	Vibrio sp. 11-4(1)	2591018	Vibrio diabolicus	97.96	GCA_001048675.1	suspected_type	genus_match	OK	Vibrio sp. 11-4(1)
GCF_023161645.1	Vibrio sp. 1CM7H	2929168	Vibrio diabolicus	98.07	GCA_001048675.1	suspected_type	genus_match	OK	Vibrio sp. 1CM7H
GCA_023161645.1	Vibrio sp. 1CM7H	2929168	Vibrio diabolicus	98.07	GCA_001048675.1	suspected_type	genus_match	OK	Vibrio sp. 1CM7H
GCF_032648565.1	Vibrio sp. 2-1-2a	2650944	Vibrio chemaguriensis	98.14	GCA_012275705.1	suspected_type	genus_match	OK	Vibrio sp. 2-1-2a
GCA_032648565.1	Vibrio sp. 2-1-2a	2650944	Vibrio chemaguriensis	98.14	GCA_012275705.1	suspected_type	genus_match	OK	Vibrio sp. 2-1-2a
GCF_021728175.1	Vibrio sp. A1-1	2912250	Vibrio chemaguriensis	98.11	GCA_012275705.1	suspected_type	genus_match	OK	Vibrio sp. A1-1
GCA_021728175.1	Vibrio sp. A1-1	2912250	Vibrio chemaguriensis	98.11	GCA_012275705.1	suspected_type	genus_match	OK	Vibrio sp. A1-1
GCF_002105475.1	Vibrio sp. ArtGut-C1	2259137	Vibrio diabolicus	98.04	GCA_001048675.1	suspected_type	genus_match	OK	Vibrio sp. ArtGut-C1
GCA_002105475.1	Vibrio sp. ArtGut-C1	2259137	Vibrio diabolicus	98.04	GCA_001048675.1	suspected_type	genus_match	OK	Vibrio sp. ArtGut-C1
GCF_022808245.1	Vibrio sp. CCB-PB317	2929171	Vibrio diabolicus	98.07	GCA_001048675.1	suspected_type	genus_match	OK	Vibrio sp. CCB-PB317
GCA_022808245.1	Vibrio sp. CCB-PB317	2929171	Vibrio diabolicus	98.07	GCA_001048675.1	suspected_type	genus_match	OK	Vibrio sp. CCB-PB317
GCF_043995865.1	Vibrio sp. D3	3374281	Vibrio diabolicus	97.97	GCA_001048675.1	suspected_type	genus_match	OK	Vibrio sp. D3
GCA_043995865.1	Vibrio sp. D3	3374281	Vibrio diabolicus	97.97	GCA_001048675.1	suspected_type	genus_match	OK	Vibrio sp. D3
GCF_020515785.1	Vibrio sp. E14	2849869	Vibrio chemaguriensis	98.04	GCA_012275705.1	suspected_type	genus_match	OK	Vibrio sp. E14
GCA_020515785.1	Vibrio sp. E14	2849869	Vibrio chemaguriensis	98.04	GCA_012275705.1	suspected_type	genus_match	OK	Vibrio sp. E14
GCF_002563795.1	Vibrio sp. ES.051	1761909	Vibrio antiquarius	85.41	GCA_000024825.1	suspected_type	genus_match	OK	Vibrio sp. ES.051
GCA_002563795.1	Vibrio sp. ES.051	1761909	Vibrio antiquarius	85.41	GCA_000024825.1	suspected_type	genus_match	OK	Vibrio sp. ES.051
GCF_024747315.1	Vibrio sp. HS-50-1	2945079	Vibrio chemaguriensis	97.89	GCA_012275705.1	suspected_type	genus_match	OK	Vibrio sp. HS-50-1
GCA_024747315.1	Vibrio sp. HS-50-1	2945079	Vibrio chemaguriensis	97.89	GCA_012275705.1	suspected_type	genus_match	OK	Vibrio sp. HS-50-1
GCF_021725735.1	Vibrio sp. J2-3(2022)	2912261	Vibrio chemaguriensis	98.15	GCA_012275705.1	suspected_type	genus_match	OK	Vibrio sp. J2-3(2022)
GCA_021725735.1	Vibrio sp. J2-3(2022)	2912261	Vibrio chemaguriensis	98.15	GCA_012275705.1	suspected_type	genus_match	OK	Vibrio sp. J2-3(2022)
GCF_021728155.1	Vibrio sp. J2-4	1507977	Vibrio diabolicus	98	GCA_001048675.1	suspected_type	genus_match	OK	Vibrio sp. J2-4
GCA_021728155.1	Vibrio sp. J2-4	1507977	Vibrio diabolicus	98	GCA_001048675.1	suspected_type	genus_match	OK	Vibrio sp. J2-4
GCF_001315205.1	Vibrio sp. JCM 18905	1298600	Vibrio diabolicus	97.73	GCA_001048675.1	suspected_type	genus_match	OK	Vibrio sp. JCM 18905
GCF_055393305.1	Vibrio sp. JCM 18905	1298600	Vibrio diabolicus	98.05	GCA_001048675.1	suspected_type	genus_match	OK	Vibrio sp. JCM 18905
GCA_000695055.1	Vibrio sp. JCM 18905	1298600	Vibrio diabolicus	97.73	GCA_001048675.1	suspected_type	genus_match	OK	Vibrio sp. JCM 18905
GCA_001315205.1	Vibrio sp. JCM 18905	1298600	Vibrio diabolicus	97.73	GCA_001048675.1	suspected_type	genus_match	OK	Vibrio sp. JCM 18905
GCA_055393305.1	Vibrio sp. JCM 18905	1298600	Vibrio diabolicus	98.05	GCA_001048675.1	suspected_type	genus_match	OK	Vibrio sp. JCM 18905
GCF_054064075.1	Vibrio sp. JZG10	3476219	Vibrio diabolicus	97.96	GCA_001048675.1	suspected_type	genus_match	OK	Vibrio sp. JZG10
GCA_054064075.1	Vibrio sp. JZG10	3476219	Vibrio diabolicus	97.96	GCA_001048675.1	suspected_type	genus_match	OK	Vibrio sp. JZG10
GCF_053890955.1	Vibrio sp. JZG120	3473456	Vibrio chemaguriensis	98.11	GCA_012275705.1	suspected_type	genus_match	OK	Vibrio sp. JZG120
GCA_053890955.1	Vibrio sp. JZG120	3473456	Vibrio chemaguriensis	98.11	GCA_012275705.1	suspected_type	genus_match	OK	Vibrio sp. JZG120
GCF_037162085.1	Vibrio sp. M60_M70	3035166	Vibrio diabolicus	98.02	GCA_001048675.1	suspected_type	genus_match	OK	Vibrio sp. M60_M70
GCA_037162085.1	Vibrio sp. M60_M70	3035166	Vibrio diabolicus	98.02	GCA_001048675.1	suspected_type	genus_match	OK	Vibrio sp. M60_M70
GCF_024744435.1	Vibrio sp. RM-41-2A	2950154	Vibrio chemaguriensis	97.95	GCA_012275705.1	suspected_type	genus_match	OK	Vibrio sp. RM-41-2A
GCA_024744435.1	Vibrio sp. RM-41-2A	2950154	Vibrio chemaguriensis	97.95	GCA_012275705.1	suspected_type	genus_match	OK	Vibrio sp. RM-41-2A
GCF_024744415.1	Vibrio sp. RM-41-2B	2950155	Vibrio chemaguriensis	97.95	GCA_012275705.1	suspected_type	genus_match	OK	Vibrio sp. RM-41-2B
GCA_024744415.1	Vibrio sp. RM-41-2B	2950155	Vibrio chemaguriensis	97.95	GCA_012275705.1	suspected_type	genus_match	OK	Vibrio sp. RM-41-2B
GCF_024744335.1	Vibrio sp. RM-44-3	2950156	Vibrio chemaguriensis	97.95	GCA_012275705.1	suspected_type	genus_match	OK	Vibrio sp. RM-44-3
GCA_024744335.1	Vibrio sp. RM-44-3	2950156	Vibrio chemaguriensis	97.95	GCA_012275705.1	suspected_type	genus_match	OK	Vibrio sp. RM-44-3
GCF_051132235.1	Vibrio sp. SCSIO 43086	2822845	Vibrio chemaguriensis	97.99	GCA_012275705.1	suspected_type	genus_match	OK	Vibrio sp. SCSIO 43086
GCA_051132235.1	Vibrio sp. SCSIO 43086	2822845	Vibrio chemaguriensis	97.99	GCA_012275705.1	suspected_type	genus_match	OK	Vibrio sp. SCSIO 43086
GCF_026000495.1	Vibrio sp. STUT-A16	2976237	Vibrio chemaguriensis	97.94	GCA_012275705.1	suspected_type	genus_match	OK	Vibrio sp. STUT-A16
GCA_026000495.1	Vibrio sp. STUT-A16	2976237	Vibrio chemaguriensis	97.94	GCA_012275705.1	suspected_type	genus_match	OK	Vibrio sp. STUT-A16
GCF_032970445.1	Vibrio sp. T13N	3080011	Vibrio chemaguriensis	98.13	GCA_012275705.1	suspected_type	genus_match	OK	Vibrio sp. T13N
GCA_032970445.1	Vibrio sp. T13N	3080011	Vibrio chemaguriensis	98.13	GCA_012275705.1	suspected_type	genus_match	OK	Vibrio sp. T13N
GCF_003123985.1	Vibrio sp. T9	2007196	Vibrio chemaguriensis	98.14	GCA_012275705.1	suspected_type	genus_match	OK	Vibrio sp. T9
GCA_003123985.1	Vibrio sp. T9	2007196	Vibrio chemaguriensis	98.14	GCA_012275705.1	suspected_type	genus_match	OK	Vibrio sp. T9
GCF_057784735.1	Vibrio sp. TAP-3B	3711197	Vibrio antiquarius	85.47	GCA_000024825.1	suspected_type	genus_match	OK	Vibrio sp. TAP-3B
GCA_057784735.1	Vibrio sp. TAP-3B	3711197	Vibrio antiquarius	85.47	GCA_000024825.1	suspected_type	genus_match	OK	Vibrio sp. TAP-3B
GCF_009904725.1	Vibrio sp. V43_P6S15P86	1938694	Vibrio chemaguriensis	97.33	GCA_012275705.1	suspected_type	genus_match	OK	Vibrio sp. V43_P6S15P86
GCA_009904725.1	Vibrio sp. V43_P6S15P86	1938694	Vibrio chemaguriensis	97.33	GCA_012275705.1	suspected_type	genus_match	OK	Vibrio sp. V43_P6S15P86
GCF_009361695.1	Vibrio sp. VGrn 2	2419839	Vibrio diabolicus	98.03	GCA_001048675.1	suspected_type	genus_match	OK	Vibrio sp. VGrn 2
GCA_009361695.1	Vibrio sp. VGrn 2	2419839	Vibrio diabolicus	98.03	GCA_001048675.1	suspected_type	genus_match	OK	Vibrio sp. VGrn 2
GCF_024181795.1	Vibrio sp. Y10_XG_PY6	2957766	Vibrio diabolicus	97.94	GCA_001048675.1	suspected_type	genus_match	OK	Vibrio sp. Y10_XG_PY6
GCA_024181795.1	Vibrio sp. Y10_XG_PY6	2957766	Vibrio diabolicus	97.94	GCA_001048675.1	suspected_type	genus_match	OK	Vibrio sp. Y10_XG_PY6
GCF_024181905.1	Vibrio sp. Y28_XK_CS4	2957767	Vibrio diabolicus	97.94	GCA_001048675.1	suspected_type	genus_match	OK	Vibrio sp. Y28_XK_CS4
GCA_024181905.1	Vibrio sp. Y28_XK_CS4	2957767	Vibrio diabolicus	97.94	GCA_001048675.1	suspected_type	genus_match	OK	Vibrio sp. Y28_XK_CS4
GCF_024181785.1	Vibrio sp. Y42_MX_L11	2957765	Vibrio diabolicus	97.9	GCA_001048675.1	suspected_type	genus_match	OK	Vibrio sp. Y42_MX_L11
GCA_024181785.1	Vibrio sp. Y42_MX_L11	2957765	Vibrio diabolicus	97.9	GCA_001048675.1	suspected_type	genus_match	OK	Vibrio sp. Y42_MX_L11
GCF_024181935.1	Vibrio sp. Y51_MX_L26	2957768	Vibrio diabolicus	97.96	GCA_001048675.1	suspected_type	genus_match	OK	Vibrio sp. Y51_MX_L26
GCA_024181935.1	Vibrio sp. Y51_MX_L26	2957768	Vibrio diabolicus	97.96	GCA_001048675.1	suspected_type	genus_match	OK	Vibrio sp. Y51_MX_L26
GCF_024181825.1	Vibrio sp. Y53_MX_L15	2957764	Vibrio diabolicus	97.98	GCA_001048675.1	suspected_type	genus_match	OK	Vibrio sp. Y53_MX_L15
GCA_024181825.1	Vibrio sp. Y53_MX_L15	2957764	Vibrio diabolicus	97.98	GCA_001048675.1	suspected_type	genus_match	OK	Vibrio sp. Y53_MX_L15
